S_creation,net_id,topo_rand_basal,I_realised,net_type,dyn_degree_high,dyn_rand_basal,C_creation,t_val,I_creation,topo_rand_consumer,C_realised,topo_bm_low,S_realised,dyn_bm_low,topo_degree_high,C_target,dyn_rand_consumer
52,3,0.32666666666666666,0,niche,0.018518518518518517,0.01785714285714286,0.09652366863905325,5000,0,0.2866666666666667,0.0496,0.33999999999999997,25,0.018518518518518517,0.21000000000000002,0.10376914770475962,0.018518518518518517
52,3,0.5,0,down_rand,0.011627906976744186,0.011363636363636366,0.10392011834319527,5000,88,0.0625,0.109375,0.2916666666666667,8,0.011627906976744186,0.0625,0.10376914770475962,0.011363636363636366
52,3,0.4166666666666667,1,down_link,0.01282051282051282,0.012195121951219513,0.10392011834319527,5000,84,0.29166666666666663,0.125,0.3333333333333333,12,0.01282051282051282,0.20833333333333331,0.10376914770475962,0.01282051282051282
52,3,0.17872161480235493,16,down_niche,0.23076923076923078,0.15384615384615385,0.10392011834319527,5000,66,0.5,0.12492563950029745,0.5,41,0.21153846153846154,0.5,0.10376914770475962,0.14835164835164835
52,3,0.21717171717171718,0,atn,0.01282051282051282,0.0125,0.1372041420118343,5000,0,0.5,0.19834710743801653,0.38311688311688313,11,0.01282051282051282,0.5,0.10376914770475962,0.0125
52,4,0.5,0,down_power,0.011904761904761906,0.011627906976744186,0.14016272189349113,5000,52,0.2922077922077922,0.18181818181818182,0.5,11,0.011904761904761906,0.25,0.14029783373790508,0.011904761904761906
52,4,0.18982630272952852,0,metaweb,0.23076923076923078,0.15384615384615385,0.17492603550295857,5000,10,0.5,0.17159763313609466,0.5,39,0.23076923076923078,0.47435897435897434,0.14029783373790508,0.23076923076923078
52,4,0.23333333333333334,0,niche,0.01785714285714286,0.016666666666666666,0.12980769230769232,5000,0,0.43333333333333335,0.1322222222222222,0.4666666666666667,30,0.018518518518518517,0.3333333333333333,0.14029783373790508,0.019230769230769232
52,4,0.5,0,down_rand,0.011904761904761906,0.011363636363636366,0.14016272189349113,5000,60,0.1375,0.14,0.22857142857142856,10,0.011904761904761906,0.1375,0.14029783373790508,0.011904761904761906
52,4,0.5,0,down_link,0.012195121951219513,0.011363636363636366,0.14016272189349113,5000,57,0.15740740740740738,0.14814814814814814,0.5,9,0.012195121951219513,0.15740740740740738,0.14029783373790508,0.012195121951219513
52,4,0.19954954954954957,0,down_niche,0.21153846153846154,0.15384615384615385,0.14016272189349113,5000,47,0.5,0.16800584368151936,0.5,37,0.21153846153846154,0.5,0.14029783373790508,0.21153846153846154
52,4,0.4,0,atn,0.01282051282051282,0.01282051282051282,0.1320266272189349,5000,0,0.375,0.1875,0.5,8,0.013157894736842106,0.375,0.14029783373790508,0.013157894736842106
52,5,0.4166666666666667,0,down_power,0.013157894736842106,0.01282051282051282,0.10096153846153846,5000,77,0.19444444444444445,0.09027777777777778,0.3055555555555555,12,0.01282051282051282,0.14583333333333331,0.10085353789399162,0.013157894736842106
52,5,0.19954954954954957,0,metaweb,0.21153846153846154,0.15384615384615385,0.17492603550295857,5000,10,0.5,0.16946676406135866,0.5,37,0.21153846153846154,0.5,0.10085353789399162,0.21153846153846154
52,5,0.22055137844611528,0,niche,0.17307692307692307,0.11813186813186814,0.10096153846153846,5000,0,0.4523809523809524,0.09183673469387756,0.34523809523809523,42,0.2403846153846154,0.3492063492063492,0.10085353789399162,0.10576923076923078
52,5,0.47727272727272724,0,down_rand,0.012195121951219513,0.011904761904761906,0.10096153846153846,5000,92,0.22727272727272727,0.1322314049586777,0.5,11,0.012195121951219513,0.22727272727272727,0.10085353789399162,0.012195121951219513
52,5,0.4375,0,down_link,0.011904761904761906,0.011627906976744186,0.10096153846153846,5000,94,0.16666666666666666,0.09375,0.2,8,0.011904761904761906,0.08333333333333333,0.10085353789399162,0.011904761904761906
52,5,0.18333333333333332,13,down_niche,0.11538461538461539,0.15384615384615385,0.10096153846153846,5000,60,0.5,0.121875,0.5,40,0.09615384615384616,0.475,0.10085353789399162,0.09615384615384616
52,5,0.30113636363636365,0,atn,0.01282051282051282,0.0125,0.14534023668639054,5000,0,0.40909090909090906,0.17355371900826447,0.3712121212121212,11,0.01282051282051282,0.47727272727272724,0.10085353789399162,0.01282051282051282
52,6,0.40909090909090906,0,down_power,0.01282051282051282,0.01282051282051282,0.0643491124260355,5000,77,0.2803030303030303,0.09090909090909091,0.40909090909090906,11,0.013157894736842106,0.1590909090909091,0.06438646210308999,0.013157894736842106
52,6,0.19954954954954957,0,metaweb,0.21153846153846154,0.15384615384615385,0.17492603550295857,5000,10,0.5,0.16946676406135866,0.5,37,0.23076923076923078,0.5,0.06438646210308999,0.21153846153846154
52,6,0.32857142857142857,0,niche,0.11538461538461539,0.09615384615384616,0.059541420118343194,5000,0,0.3952380952380953,0.07918367346938776,0.3214285714285714,35,0.09615384615384616,0.2714285714285714,0.06438646210308999,0.1346153846153846
52,6,0.3181818181818182,0,down_rand,0.0125,0.012195121951219513,0.0643491124260355,5000,99,0.20454545454545453,0.08264462809917356,0.17272727272727273,11,0.0125,0.1590909090909091,0.06438646210308999,0.0125
52,6,0.45,0,down_link,0.012195121951219513,0.011904761904761906,0.0643491124260355,5000,91,0.17500000000000002,0.09,0.17500000000000002,10,0.012195121951219513,0.15000000000000002,0.06438646210308999,0.012195121951219513
52,6,0.16025641025641027,19,down_niche,0.21153846153846154,0.15384615384615385,0.0643491124260355,5000,30,0.5,0.09204470742932282,0.5,39,0.08012820512820513,0.44871794871794873,0.06438646210308999,0.08012820512820513
52,6,0.30113636363636365,0,atn,0.0125,0.012195121951219513,0.1327662721893491,5000,0,0.5,0.19008264462809918,0.4318181818181818,11,0.0125,0.40909090909090906,0.06438646210308999,0.0125
