topo_bm_high,net_id,topo_rand_basal,dyn_vul_low,dyn_gen_high,dyn_degree_high,dyn_rand_basal,topo_degree_low,S,dyn_degree_low,topo_vul_low,topo_rand_consumer,topo_gen_low,topo_bm_low,dyn_bm_low,dyn_bm_high,topo_gen_high,dyn_vul_high,dyn_gen_low,topo_degree_high,topo_vul_high,dyn_rand_consumer,C
0.5,44,0.29047619047619044,0.375,0.4375,0.4,0.5,0.5,25,0.45,0.5,0.5,0.45238095238095233,0.3571428571428571,0.41666666666666663,0.43333333333333335,0.3958333333333333,0.5,0.381578947368421,0.3125,0.45238095238095233,0.5,0.075726869679841
0.4117647058823529,45,0.35294117647058826,0.39215686274509803,0.3787878787878788,0.3787878787878788,0.2743055555555556,0.5,46,0.40909090909090906,0.5,0.5,0.5,0.4411764705882353,0.2272727272727273,0.3235294117647059,0.5,0.5,0.3576388888888889,0.5,0.5,0.5,0.12560802232738288
0.4444444444444444,46,0.5,0.5,0.4473684210526315,0.4473684210526315,0.10952380952380952,0.5,41,0.3070175438596491,0.5,0.5,0.5,0.3333333333333333,0.1388888888888889,0.39473684210526316,0.5,0.1388888888888889,0.29166666666666663,0.5,0.5,0.5,0.19935159386094276
0.4375,47,0.5,0.4411764705882353,0.38235294117647056,0.38235294117647056,0.16666666666666666,0.5,47,0.40625,0.5,0.5,0.5,0.5,0.20588235294117646,0.4411764705882353,0.5,0.3235294117647059,0.2857142857142857,0.4375,0.4375,0.5,0.15931472136618915
0.5,48,0.2954545454545454,0.13095238095238093,0.45238095238095233,0.45238095238095233,0.5,0.5,22,0.25,0.5,0.4090909090909091,0.5,0.2954545454545454,0.4,0.21428571428571427,0.4602272727272727,0.45238095238095233,0.30952380952380953,0.38636363636363635,0.45454545454545453,0.5,0.15355043995617682
0.5,49,0.5,0.5,0.5,0.5,0.125,0.5,39,0.5,0.5,0.5,0.5,0.5,0.3571428571428571,0.46428571428571425,0.5,0.125,0.5,0.5,0.5,0.5,0.2305865270488797
0.45454545454545453,50,0.2727272727272727,0.30952380952380953,0.25,0.25,0.17857142857142855,0.5,34,0.3988095238095238,0.5,0.45454545454545453,0.5,0.45454545454545453,0.3571428571428571,0.30952380952380953,0.4220779220779221,0.41666666666666663,0.33730158730158727,0.2727272727272727,0.3522727272727273,0.45238095238095233,0.09560949428362728
0.3333333333333333,51,0.5,0.25,0.5,0.5,0.2361111111111111,0.5,25,0.5,0.5,0.5,0.5,0.4166666666666667,0.23333333333333334,0.45833333333333337,0.23333333333333334,0.5,0.20833333333333331,0.23333333333333334,0.3333333333333333,0.5,0.1555239914448836
0.31481481481481477,52,0.2777777777777778,0.5,0.5,0.5,0.1875,0.5,41,0.375,0.5,0.5,0.5,0.5,0.35000000000000003,0.5,0.5,0.38888888888888884,0.35000000000000003,0.5,0.5,0.5,0.1605843170257894
0.4375,53,0.25,0.5,0.38235294117647056,0.38235294117647056,0.1875,0.5,42,0.39705882352941174,0.5,0.5,0.5,0.3125,0.11333333333333333,0.45588235294117646,0.5,0.3382352941176471,0.21875,0.5,0.5,0.38235294117647056,0.1736460317195009
0.5,54,0.22619047619047616,0.45238095238095233,0.3571428571428571,0.3214285714285714,0.25,0.36666666666666664,32,0.32499999999999996,0.5,0.40476190476190477,0.5,0.2777777777777778,0.3382352941176471,0.32539682539682535,0.5,0.2,0.22368421052631576,0.44047619047619047,0.5,0.40476190476190477,0.12009157264271368
0.4230769230769231,55,0.26041666666666663,0.4473684210526316,0.2631578947368421,0.2763157894736842,0.5,0.44871794871794873,41,0.47368421052631576,0.4230769230769231,0.5,0.5,0.4230769230769231,0.34210526315789475,0.32456140350877194,0.39743589743589747,0.3,0.2807017543859649,0.3803418803418804,0.44871794871794873,0.3918918918918919,0.0953988269308031
0.42000000000000004,56,0.5,0.4166666666666667,0.3695652173913043,0.3695652173913043,0.23958333333333334,0.42000000000000004,26,0.3333333333333333,0.5,0.42000000000000004,0.5,0.36666666666666664,0.22222222222222224,0.25,0.38,0.375,0.19270833333333334,0.40285714285714286,0.42000000000000004,0.4318181818181818,0.1353837718413712
0.27884615384615385,57,0.13076923076923078,0.42307692307692313,0.42307692307692313,0.42307692307692313,0.5,0.5,35,0.42307692307692313,0.5,0.42307692307692313,0.42307692307692313,0.16666666666666669,0.5,0.42307692307692313,0.3717948717948718,0.42307692307692313,0.5,0.25,0.25,0.5,0.1069065137556244
0.5,58,0.25,0.5,0.5,0.5,0.25,0.5,41,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.21426520443997812
0.5,59,0.25,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.3235294117647059,0.5,22,0.4411764705882353,0.5,0.5,0.5,0.2777777777777778,0.3235294117647059,0.42307692307692313,0.5,0.4375,0.375,0.5,0.5,0.5,0.11194799704662023
0.5,60,0.5,0.3695652173913043,0.40217391304347827,0.33695652173913043,0.2391304347826087,0.5,29,0.4565217391304348,0.5,0.5,0.5,0.42708333333333337,0.22282608695652173,0.3695652173913043,0.5,0.5,0.22727272727272727,0.5,0.5,0.427536231884058,0.19615676418106487
0.5,61,0.39,0.5,0.4583333333333333,0.4583333333333333,0.39583333333333337,0.5,25,0.4166666666666667,0.5,0.45999999999999996,0.5,0.405,0.4166666666666667,0.3333333333333333,0.38,0.5,0.4583333333333333,0.38,0.42000000000000004,0.375,0.11146578932582074
0.3888888888888889,62,0.28888888888888886,0.5,0.3620689655172414,0.3706896551724138,0.5,0.5,33,0.43103448275862066,0.5,0.5,0.5,0.4666666666666667,0.34913793103448276,0.3620689655172414,0.5,0.39655172413793105,0.3275862068965517,0.5,0.5,0.43333333333333335,0.126114633531257
0.5,63,0.34,0.41836734693877553,0.2142857142857143,0.2142857142857143,0.5,0.5,50,0.41836734693877553,0.5,0.5,0.5,0.34,0.29591836734693877,0.16111111111111112,0.5,0.3541666666666667,0.22916666666666666,0.5,0.5,0.39285714285714285,0.08050079478947042
0.5,64,0.29605263157894735,0.45,0.45,0.4,0.20394736842105263,0.5,47,0.4605263157894737,0.5,0.5,0.5,0.39473684210526316,0.24736842105263157,0.35,0.5,0.3,0.3125,0.5,0.5,0.2543859649122807,0.13465615186082974
0.5,65,0.5,0.43333333333333335,0.36666666666666664,0.4,0.1875,0.5,43,0.2583333333333333,0.5,0.467741935483871,0.5,0.33064516129032256,0.1693548387096774,0.23387096774193547,0.467741935483871,0.39655172413793105,0.21250000000000002,0.467741935483871,0.467741935483871,0.33870967741935487,0.12111065138143956
0.5,66,0.5,0.4473684210526315,0.4473684210526315,0.4473684210526315,0.33771929824561403,0.5,21,0.3421052631578947,0.5,0.5,0.5,0.475,0.32999999999999996,0.39473684210526316,0.5,0.3888888888888889,0.3223684210526316,0.5,0.5,0.4,0.13743381216343015
0.3787878787878788,67,0.2765151515151515,0.40909090909090906,0.375,0.375,0.5,0.5,39,0.3888888888888889,0.5,0.4318181818181818,0.5,0.3181818181818182,0.46875,0.4393939393939394,0.5,0.40625,0.40625,0.4035812672176308,0.3282828282828283,0.4375,0.057688656947751354
0.4318181818181818,68,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.17045454545454547,0.5,42,0.25,0.5,0.40909090909090906,0.5,0.40909090909090906,0.2777777777777778,0.25,0.3181818181818182,0.5,0.22727272727272727,0.2954545454545454,0.38636363636363635,0.3888888888888889,0.16813033176308415
0.5,69,0.17500000000000002,0.5,0.2727272727272727,0.3181818181818182,0.5,0.5,33,0.5,0.5,0.45999999999999996,0.5,0.316,0.25,0.35416666666666663,0.5,0.33999999999999997,0.25,0.38,0.42000000000000004,0.5,0.1686033099165157
0.5,70,0.2375,0.4642857142857143,0.5,0.5,0.2692307692307693,0.5,35,0.3717948717948718,0.5,0.4166666666666667,0.5,0.1,0.5,0.35714285714285715,0.1,0.5,0.29807692307692313,0.1,0.1,0.5,0.13027211573372544
0.4722222222222222,71,0.19444444444444442,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.5,0.5,23,0.2777777777777778,0.5,0.3333333333333333,0.5,0.3611111111111111,0.35714285714285715,0.4444444444444444,0.3888888888888889,0.38235294117647056,0.15546218487394958,0.2222222222222222,0.2037037037037037,0.4852941176470588,0.15943882089632525
0.44285714285714284,72,0.2357142857142857,0.20454545454545456,0.3235294117647059,0.3235294117647059,0.5,0.5,40,0.28125,0.5,0.41428571428571426,0.5,0.3171428571428571,0.28431372549019607,0.19696969696969696,0.3,0.4117647058823529,0.17647058823529413,0.3,0.3380952380952381,0.34375,0.10194790593190073
0.5,73,0.27011494252873564,0.4629629629629629,0.35185185185185186,0.31481481481481477,0.5,0.5,42,0.38461538461538464,0.5,0.5,0.5,0.41954022988505746,0.34615384615384615,0.2931034482758621,0.5,0.5,0.33999999999999997,0.3620689655172414,0.4655172413793104,0.45689655172413796,0.11959727749582127
0.5,74,0.5,0.5,0.40909090909090906,0.40909090909090906,0.3,0.5,55,0.43333333333333335,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.3333333333333333,0.375,0.375,0.40909090909090906,0.2413974805645675
0.5,75,0.5,0.48684210526315785,0.39473684210526316,0.4473684210526315,0.2222222222222222,0.5,45,0.2638888888888889,0.5,0.5,0.5,0.38235294117647056,0.2222222222222222,0.39473684210526316,0.5,0.3333333333333333,0.20833333333333334,0.5,0.5,0.5,0.1841916063809902
0.475,76,0.5,0.5,0.45238095238095233,0.45238095238095233,0.2875,0.5,53,0.2222222222222222,0.5,0.5,0.5,0.45,0.34523809523809523,0.21428571428571427,0.5,0.25757575757575757,0.2375,0.46,0.45,0.36363636363636365,0.15210988060846667
0.3,77,0.3,0.5,0.5,0.40909090909090906,0.125,0.5,47,0.5,0.5,0.5,0.5,0.5,0.3,0.40909090909090906,0.5,0.40909090909090906,0.26190476190476186,0.5,0.5,0.40909090909090906,0.21340862416221873
0.20588235294117646,78,0.20588235294117646,0.3333333333333333,0.3333333333333333,0.5,0.38888888888888884,0.5,48,0.3392857142857143,0.5,0.4411764705882353,0.4411764705882353,0.5,0.21875,0.16666666666666666,0.33529411764705885,0.4444444444444444,0.14705882352941177,0.33529411764705885,0.4411764705882353,0.4444444444444444,0.17337592114875858
0.5,79,0.5,0.5,0.38636363636363635,0.36363636363636365,0.15079365079365079,0.5,46,0.40476190476190477,0.5,0.5,0.5,0.4090909090909091,0.09722222222222221,0.45454545454545453,0.5,0.30952380952380953,0.16666666666666666,0.5,0.5,0.4090909090909091,0.14832353547648316
0.5,80,0.5,0.34375,0.40625,0.3125,0.16896551724137931,0.5,42,0.21875,0.5,0.5,0.5,0.4292929292929293,0.21129032258064515,0.15625,0.4621212121212121,0.265625,0.15517241379310345,0.4602272727272727,0.40909090909090906,0.3787878787878788,0.1887310726985152
0.4,81,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3181818181818182,0.5,29,0.5,0.5,0.5,0.5,0.4,0.3181818181818182,0.4166666666666667,0.5,0.5,0.3181818181818182,0.3,0.4,0.5,0.18629064501672057
0.4636363636363636,82,0.2727272727272727,0.5,0.32608695652173914,0.3695652173913043,0.21428571428571427,0.4090909090909091,35,0.4090909090909091,0.5,0.45454545454545453,0.4090909090909091,0.2727272727272727,0.15656565656565657,0.28260869565217395,0.5,0.5,0.2954545454545454,0.37272727272727274,0.4090909090909091,0.45454545454545453,0.1494969484037833
