net_id,species_id,original_id,body_mass,trophic_level,metabolic_class
3,12,18,9.999999999999995,1.9999999999999998,invertebrate
3,13,20,1.0,1.0,producer
3,14,21,42.169650342858226,2.625,invertebrate
3,15,22,1.0,1.0,producer
3,16,23,18.434229924091106,2.265625,invertebrate
3,17,24,1.0,1.0,producer
3,18,26,10.0,2.0,invertebrate
3,19,27,1.0,1.0,producer
3,20,28,1.0,1.0,producer
3,21,29,1.0,1.0,producer
3,22,30,1.0,1.0,producer
4,1,1,10.0,2.0,invertebrate
4,2,3,665.7177212661334,3.82329011793358,invertebrate
4,3,4,1203.0925035724995,4.080299020728547,invertebrate
4,4,5,692.7531201785179,3.8405784905325966,invertebrate
4,5,6,18.478497974222886,2.266666666666666,invertebrate
4,6,10,1.0,1.0,producer
4,7,12,1.0,1.0,producer
4,8,14,107.97751623277094,3.033333333333333,invertebrate
4,9,17,31.62277660168376,2.4999999999999996,invertebrate
4,10,18,121.15276586285901,3.083333333333334,invertebrate
4,11,20,52.749970637026145,2.722222222222222,invertebrate
4,12,23,52.749970637026145,2.722222222222222,invertebrate
4,13,24,100.0,3.0,invertebrate
4,14,25,63.0957344480193,2.8,invertebrate
4,15,26,10.0,2.0,invertebrate
4,16,27,10.0,2.0,invertebrate
4,17,28,10.0,2.0,invertebrate
4,18,29,14.67799267622069,2.1666666666666665,invertebrate
4,19,30,10.0,2.0,invertebrate
4,20,31,1.0,1.0,producer
4,21,32,9.999999999999995,1.9999999999999998,invertebrate
4,22,33,3.981071705534973,1.6,invertebrate
4,23,34,10.0,2.0,invertebrate
4,24,35,1.0,1.0,producer
4,25,36,1.0,1.0,producer
4,26,37,1.0,1.0,producer
4,27,38,1.0,1.0,producer
4,28,39,1.0,1.0,producer
5,1,13,38.05021743513261,2.5803571428571423,invertebrate
5,2,24,201.6795886390693,3.3046619468494463,invertebrate
5,3,25,243.41774657641355,3.3863522376543207,invertebrate
5,4,27,242.44557521308013,3.384614262371615,invertebrate
5,5,32,139.09986854830697,3.14332671957672,invertebrate
5,6,33,78.4440820343349,2.8945601851851857,invertebrate
5,7,34,1.0,1.0,producer
5,8,35,38.31186849557289,2.5833333333333335,invertebrate
5,9,36,64.74807362064784,2.8112268518518526,invertebrate
5,10,37,1.0,1.0,producer
5,11,39,70.6249792668933,2.8489583333333335,invertebrate
5,12,40,47.54264430111057,2.6770833333333335,invertebrate
5,13,41,70.6249792668933,2.8489583333333335,invertebrate
5,14,43,70.6249792668933,2.8489583333333335,invertebrate
5,15,44,10.161187012357301,2.0069444444444446,invertebrate
5,16,45,16.681005372000573,2.222222222222222,invertebrate
5,17,46,14.67799267622069,2.1666666666666665,invertebrate
5,18,47,1.0,1.0,producer
5,19,48,2.1544346900318834,1.3333333333333333,invertebrate
5,20,49,2.1544346900318834,1.3333333333333333,invertebrate
5,21,50,1.0,1.0,producer
6,1,1,72.96430524414416,2.863110451534889,invertebrate
6,2,2,249.2493799020779,3.3966340865205407,invertebrate
6,3,4,288.6564449500707,3.46038125861277,invertebrate
6,4,5,72.96430524414416,2.863110451534889,invertebrate
6,5,7,117.18219993117481,3.068861647016791,invertebrate
6,6,8,144.34019283593082,3.159387281171847,invertebrate
6,7,9,49.31456739635069,2.692975227701915,invertebrate
6,8,10,26.348901698523417,2.42076251722554,invertebrate
6,9,11,31.622776601683793,2.5,invertebrate
6,10,12,31.622776601683793,2.5,invertebrate
6,11,13,1.0,1.0,producer
6,12,14,1.0,1.0,producer
6,13,15,61.194098203849194,2.7867095391211145,invertebrate
6,14,16,180.24705066464756,3.2558681672025727,invertebrate
6,15,17,1.0,1.0,producer
6,16,18,20.65915434083101,2.3151125401929264,invertebrate
6,17,19,92.99741619712303,2.9684708824580204,invertebrate
6,18,20,29.6940072540022,2.4726688102893895,invertebrate
6,19,21,10.0,2.0,invertebrate
6,20,22,31.622776601683793,2.5,invertebrate
6,21,23,33.69068374159758,2.527509824937477,invertebrate
6,22,24,1.0,1.0,producer
6,23,25,12.673421836989224,2.102893890675241,invertebrate
6,24,26,31.622776601683793,2.5,invertebrate
6,25,27,14.86023657581911,2.1720257234726685,invertebrate
6,26,28,1.0,1.0,producer
6,27,29,8.81734066800734,1.9453376205787782,invertebrate
6,28,30,1.0,1.0,producer
6,29,31,1.0,1.0,producer
6,30,32,10.0,2.0,invertebrate
6,31,33,1.0,1.0,producer
6,32,34,10.0,2.0,invertebrate
6,33,35,1.0,1.0,producer
7,1,14,658.0926449824107,3.818287037037037,invertebrate
7,2,15,10.0,2.0,invertebrate
7,3,19,212.24414660418228,3.326835721848582,invertebrate
7,4,22,21.54434690031882,2.333333333333333,invertebrate
7,5,23,46.41588833612777,2.6666666666666665,invertebrate
7,6,26,81.49127469020732,2.9111111111111105,invertebrate
7,7,30,415.44976583524794,3.6185185185185187,invertebrate
7,8,40,85.76958985908928,2.9333333333333327,invertebrate
7,9,41,243.5421154488121,3.386574074074074,invertebrate
7,10,42,100.0,3.0,invertebrate
7,11,45,243.5421154488121,3.386574074074074,invertebrate
7,12,46,17.78279410038923,2.25,invertebrate
7,13,47,46.41588833612782,2.666666666666667,invertebrate
7,14,48,51.19873836495647,2.7092592592592597,invertebrate
7,15,49,99.9999999999999,2.9999999999999996,invertebrate
7,16,50,29.286445646252343,2.4666666666666663,invertebrate
7,17,51,46.41588833612777,2.6666666666666665,invertebrate
7,18,52,21.54434690031882,2.333333333333333,invertebrate
7,19,53,1.0,1.0,producer
7,20,54,10.0,2.0,invertebrate
7,21,55,1.0,1.0,producer
7,22,56,1.0,1.0,producer
8,1,2,78.71453106720597,2.8960549125340314,invertebrate
8,2,3,78.52549100137668,2.8950106606200086,invertebrate
8,3,5,36.41128072866688,2.56123595505618,invertebrate
8,4,7,45.31583637600818,2.65625,invertebrate
8,5,8,45.83908658528994,2.6612359550561795,invertebrate
8,6,9,1.0,1.0,producer
8,7,10,10.0,2.0,invertebrate
8,8,11,14.98172419700105,2.175561797752809,invertebrate
8,9,12,1.0,1.0,producer
8,10,13,13.508837500401926,2.1306179775280896,invertebrate
8,11,14,1.0,1.0,producer
8,12,15,3.1622776601683795,1.5,invertebrate
8,13,16,31.622776601683793,2.5,invertebrate
8,14,17,1.0,1.0,producer
8,15,18,4.216965034285822,1.625,invertebrate
8,16,19,10.0,2.0,invertebrate
8,17,20,1.0,1.0,producer
9,1,1,1.0,1.0,producer
9,2,2,10146.42621425419,5.00631310148729,invertebrate
9,3,3,3238.512184571388,4.510345535381625,invertebrate
9,4,5,3701.7798147640947,4.568410582953668,invertebrate
9,5,6,109.5426727973103,3.0395833333333333,invertebrate
9,6,7,2602.5849572370394,4.415404915265004,invertebrate
9,7,8,2700.779907886759,4.431489194078274,invertebrate
9,8,10,3424.258452017582,4.534566536393272,invertebrate
9,9,14,3150.3874839331897,4.49836397340376,invertebrate
9,10,16,1.0,1.0,producer
9,11,19,2601.6836615923944,4.415254489621128,invertebrate
9,12,25,85.09961767253995,2.929927608932071,invertebrate
9,13,28,109.5426727973103,3.0395833333333333,invertebrate
9,14,30,10.0,2.0,invertebrate
9,15,41,15.848931924611126,2.1999999999999997,invertebrate
9,16,42,1.0,1.0,producer
9,17,46,10.0,2.0,invertebrate
9,18,47,10.0,2.0,invertebrate
9,19,48,1.0,1.0,invertebrate
9,20,49,1.0,1.0,producer
9,21,50,1.0,1.0,producer
9,22,51,1.0,1.0,producer
10,1,4,354.0846849643017,3.5491071428571423,invertebrate
10,2,12,1393.4194845541456,4.144081879095912,invertebrate
10,3,14,359.70838103560675,3.5559505567929706,invertebrate
10,4,19,545.4505503097934,3.7367553842533487,invertebrate
10,5,20,1035.5769530088248,4.015182376551875,invertebrate
10,6,21,729.793164530018,3.863199791310355,invertebrate
10,7,22,1.0,1.0,producer
10,8,24,103.13186160300961,3.013392857142856,invertebrate
10,9,26,245.81730133552864,3.39061244653302,invertebrate
10,10,27,1.0,1.0,producer
10,11,28,276.42982205689646,3.441584894187321,invertebrate
10,12,29,1.0,1.0,producer
10,13,33,179.49869946708952,3.2540613063053536,invertebrate
10,14,35,1.0,1.0,producer
10,15,36,511.5976859629195,3.7089285714285714,invertebrate
10,16,37,196.26156289177482,3.292835252944226,invertebrate
10,17,40,103.13186160300961,3.013392857142856,invertebrate
10,18,41,9.999999999999995,1.9999999999999998,invertebrate
10,19,42,22.06734069084592,2.3437500000000004,invertebrate
10,20,43,99.9999999999999,2.9999999999999996,invertebrate
10,21,44,5.623413251903488,1.7499999999999998,invertebrate
10,22,45,9.999999999999995,1.9999999999999998,invertebrate
10,23,46,10.0,2.0,invertebrate
10,24,47,1.0,1.0,producer
10,25,48,1.0,1.0,producer
10,26,49,1.0,1.0,producer
11,1,21,100.0,3.0,invertebrate
11,2,27,254.5783715207607,3.4058215040773177,invertebrate
11,3,29,10.0,2.0,invertebrate
11,4,30,10.0,2.0,invertebrate
11,5,33,31.62277660168376,2.4999999999999996,invertebrate
11,6,34,17.78279410038923,2.25,invertebrate
11,7,35,92.01270114365846,2.9638477801268492,invertebrate
11,8,36,121.1387243655031,3.0832829960736934,invertebrate
11,9,37,10.0,2.0,invertebrate
11,10,38,32.29169999943897,2.509090909090909,invertebrate
11,11,39,9.999999999999995,1.9999999999999998,invertebrate
11,12,40,36.613088353640364,2.563636363636364,invertebrate
11,13,41,9.999999999999995,1.9999999999999998,invertebrate
11,14,42,100.0000000000001,3.0000000000000004,invertebrate
11,15,43,10.0,2.0,invertebrate
11,16,44,9.999999999999995,1.9999999999999998,invertebrate
11,17,45,1.0,1.0,producer
11,18,46,1.0,1.0,producer
11,19,47,1.0,1.0,producer
12,1,2,2717.975516778086,4.434245540337584,invertebrate
12,2,3,1137.4531826616694,4.055933530225739,invertebrate
12,3,4,206.94982414171363,3.3158650616895895,invertebrate
12,4,5,167.28086523285828,3.223446266132452,invertebrate
12,5,6,1.0,1.0,producer
12,6,7,1601.7141840931888,4.204585021520087,invertebrate
12,7,8,900.1274389879062,3.9543040006961334,invertebrate
12,8,9,523.7394161534293,3.7191152597402586,invertebrate
12,9,10,270.0115594257128,3.4313823570750617,invertebrate
12,10,11,1099.5680101888306,4.041222096394638,invertebrate
12,11,12,53.0884444230989,2.7250000000000005,invertebrate
12,12,13,733.2560742517592,3.865255669338364,invertebrate
12,13,14,88.10488730080128,2.9449999999999994,invertebrate
12,14,15,88.10488730080128,2.9449999999999994,invertebrate
12,15,17,343.6128006965985,3.536069334345309,invertebrate
12,16,19,37.521977119329634,2.5742857142857143,invertebrate
12,17,20,232.02313307259976,3.365531286894924,invertebrate
12,18,21,343.6128006965985,3.536069334345309,invertebrate
12,19,22,49.13190872492813,2.691363636363636,invertebrate
12,20,23,78.07284401379077,2.8925000000000005,invertebrate
12,21,24,132.65479222555123,3.1227229437229433,invertebrate
12,22,25,100.0,3.0,invertebrate
12,23,26,34.276778654645014,2.5349999999999997,invertebrate
12,24,27,49.13190872492813,2.691363636363636,invertebrate
12,25,28,117.82840531591013,3.071249999999999,invertebrate
12,26,29,39.46844353191039,2.5962499999999995,invertebrate
12,27,30,69.49931425873461,2.8419805194805194,invertebrate
12,28,31,38.45917820453528,2.584999999999999,invertebrate
12,29,32,17.78279410038921,2.2499999999999996,invertebrate
12,30,33,1.0,1.0,producer
12,31,34,28.18382931264455,2.45,invertebrate
12,32,35,1.0,1.0,producer
12,33,36,11.748975549395292,2.07,invertebrate
12,34,37,1.0,1.0,producer
12,35,38,5.623413251903494,1.7500000000000002,invertebrate
12,36,39,1.0,1.0,producer
12,37,40,5.623413251903491,1.75,invertebrate
12,38,41,5.623413251903491,1.75,invertebrate
12,39,42,9.999999999999995,1.9999999999999998,invertebrate
12,40,43,1.0,1.0,producer
12,41,44,1.0,1.0,invertebrate
12,42,45,1.0,1.0,producer
13,1,1,399.08059041691,3.6010606060606065,invertebrate
13,2,4,1020.7079917709905,4.008901515151516,invertebrate
13,3,5,268.64035381926584,3.429171250792386,invertebrate
13,4,9,108.5540255046853,3.035645933014355,invertebrate
13,5,10,637.3111067922994,3.804351487249009,invertebrate
13,6,11,328.25004884722244,3.5162047993893237,invertebrate
13,7,12,70.79457843841381,2.85,invertebrate
13,8,13,365.04232142759923,3.5623432175988987,invertebrate
13,9,14,257.07218946396455,3.4100550964187324,invertebrate
13,10,15,467.83612873427353,3.670093757242408,invertebrate
13,11,19,467.83612873427256,3.670093757242407,invertebrate
13,12,20,196.13292494612637,3.292550505050505,invertebrate
13,13,24,212.45782310305674,3.327272727272727,invertebrate
13,14,26,230.29767965552932,3.362289562289562,invertebrate
13,15,27,1.0,1.0,producer
13,16,29,86.27747685955876,2.935897435897436,invertebrate
13,17,30,406.1233955926278,3.6086580086580073,invertebrate
13,18,31,196.13292494612637,3.292550505050505,invertebrate
13,19,34,10.0,2.0,invertebrate
13,20,36,61.0388103502418,2.7856060606060606,invertebrate
13,21,37,70.79457843841381,2.85,invertebrate
13,22,38,74.98942093324558,2.875,invertebrate
13,23,40,10.0,2.0,invertebrate
13,24,42,1.0,1.0,producer
13,25,43,1.0,1.0,producer
13,26,47,10.0,2.0,invertebrate
13,27,50,1.0,1.0,invertebrate
13,28,51,1.0,1.0,producer
13,29,53,1.0,1.0,producer
14,1,2,1543.4923203322583,4.188504472985189,invertebrate
14,2,4,192.55925363792534,3.284564393939394,invertebrate
14,3,6,68.12920690579608,2.833333333333333,invertebrate
14,4,7,130.6562901957819,3.1161303228391466,invertebrate
14,5,8,10.0,2.0,invertebrate
14,6,11,1.0,1.0,producer
14,7,14,10.0,2.0,invertebrate
14,8,17,10.0,2.0,invertebrate
14,9,19,61.04856735236126,2.7856754766631364,invertebrate
14,10,20,10.0,2.0,invertebrate
14,11,21,10.0,2.0,invertebrate
14,12,22,1.0,1.0,producer
14,13,23,81.47350319375452,2.9110163904852744,invertebrate
14,14,25,1.0,1.0,producer
14,15,29,174.3722103520817,3.241477272727273,invertebrate
14,16,30,174.3722103520817,3.241477272727273,invertebrate
14,17,31,55.382328603089526,2.7433712121212115,invertebrate
14,18,32,20.670020582871455,2.315340909090909,invertebrate
14,19,33,20.670020582871455,2.315340909090909,invertebrate
14,20,34,1.0,1.0,producer
14,21,35,68.12920690579608,2.833333333333333,invertebrate
14,22,36,31.622776601683793,2.5,invertebrate
14,23,37,10.0,2.0,invertebrate
14,24,38,1.0,1.0,producer
14,25,39,1.0,1.0,producer
15,1,1,9.999999999999995,1.9999999999999998,invertebrate
15,2,2,104.54070309995059,3.019285416666667,invertebrate
15,3,3,203.53329283770915,3.308635458834393,invertebrate
15,4,4,70.62452754604766,2.848955555555555,invertebrate
15,5,5,215.65591031658556,3.3337613650217603,invertebrate
15,6,6,166.2373606036644,3.2207286348548014,invertebrate
15,7,7,163.60599773422848,3.2137992206992014,invertebrate
15,8,8,91.80572440151907,2.9628697617947353,invertebrate
15,9,9,1.0,1.0,producer
15,10,10,9.999999999999995,1.9999999999999998,invertebrate
15,11,11,188.85739417280797,3.2761339930586155,invertebrate
15,12,12,80.54368242237643,2.9060314814814814,invertebrate
15,13,13,127.5165830109249,3.105566666666666,invertebrate
15,14,14,139.4486408454414,3.144414285714285,invertebrate
15,15,15,127.5165830109249,3.105566666666666,invertebrate
15,16,16,1.0,1.0,producer
15,17,17,131.91676726401494,3.120299999999999,invertebrate
15,18,18,17.304803281710942,2.2381666666666664,invertebrate
15,19,19,35.22627057920004,2.5468666666666664,invertebrate
15,20,20,1.0,1.0,producer
15,21,21,9.999999999999995,1.9999999999999998,invertebrate
15,22,22,42.75628861515869,2.6310000000000007,invertebrate
15,23,24,21.544346900318867,2.333333333333334,invertebrate
15,24,25,10.0,2.0,invertebrate
15,25,26,9.999999999999995,1.9999999999999998,invertebrate
15,26,27,1.0,1.0,producer
15,27,28,1.0,1.0,invertebrate
15,28,29,10.0,2.0,invertebrate
15,29,30,10.0,2.0,invertebrate
15,30,31,1.0,1.0,producer
15,31,32,1.0,1.0,producer
16,1,1,76.07640819262703,2.88125,invertebrate
16,2,2,25.11886431509582,2.4000000000000004,invertebrate
16,3,3,23.71373705661655,2.375,invertebrate
16,4,4,113.6463666385723,3.055555555555555,invertebrate
16,5,5,10.0,2.0,invertebrate
16,6,6,10.0,2.0,invertebrate
16,7,7,10.0,2.0,invertebrate
16,8,8,12.115276586285889,2.0833333333333335,invertebrate
16,9,9,10.0,2.0,invertebrate
16,10,10,14.67799267622069,2.1666666666666665,invertebrate
16,11,11,100.0,3.0,invertebrate
16,12,12,1.0,1.0,producer
16,13,13,1.0,1.0,producer
16,14,14,6.30957344480193,1.7999999999999998,invertebrate
16,15,15,10.0,2.0,invertebrate
16,16,16,10.0,2.0,invertebrate
16,17,17,1.0,1.0,producer
16,18,18,10.0,2.0,invertebrate
16,19,20,1.0,1.0,producer
16,20,21,1.0,1.0,producer
16,21,22,1.0,1.0,producer
16,22,23,1.0,1.0,producer
17,1,2,446.9268944857951,3.6502364897584414,invertebrate
17,2,3,164.50900417520342,3.21618967345065,invertebrate
17,3,5,444.38013614343794,3.6477546376763454,invertebrate
17,4,11,10.0,2.0,invertebrate
17,5,12,1.0,1.0,producer
17,6,16,214.27503768894144,3.330971580162719,invertebrate
17,7,17,192.90974938634088,3.285354176828411,invertebrate
17,8,18,60.55400287748223,2.7821428571428575,invertebrate
17,9,19,1.0,1.0,producer
17,10,20,1.0,1.0,producer
17,11,22,115.05996918853651,3.060924253391459,invertebrate
17,12,23,133.9301713338318,3.126878424418707,invertebrate
17,13,25,1.0,1.0,producer
17,14,28,73.85493636038944,2.868379528252312,invertebrate
17,15,31,60.55400287748223,2.7821428571428575,invertebrate
17,16,33,1.0,1.0,producer
17,17,34,45.40909610972479,2.6571428571428575,invertebrate
17,18,36,8.576958985908945,1.9333333333333336,invertebrate
17,19,37,4.641588833612779,1.6666666666666667,invertebrate
17,20,38,1.0,1.0,producer
17,21,39,10.0,2.0,invertebrate
17,22,40,1.0,1.0,invertebrate
17,23,41,1.0,1.0,producer
18,1,24,100.0,3.0,invertebrate
18,2,27,10.0,2.0,invertebrate
18,3,34,142.39960083907,3.1535087719298245,invertebrate
18,4,45,1.0,1.0,producer
18,5,48,10.0,2.0,invertebrate
18,6,50,39.74498126946364,2.599282296650718,invertebrate
18,7,51,10.0,2.0,invertebrate
18,8,54,10.0,2.0,invertebrate
18,9,55,1.0,1.0,invertebrate
18,10,56,1.0,1.0,producer
18,11,57,1.0,1.0,producer
19,1,1,302.1141762398223,3.4801711043473644,invertebrate
19,2,2,833.047869065821,3.9206699577979354,invertebrate
19,3,3,457.37403320609826,3.66027150448712,invertebrate
19,4,4,199.55871750143197,3.3000707042076085,invertebrate
19,5,5,402.28946404120455,3.6045386585501706,invertebrate
19,6,6,425.27960860127763,3.628674559567417,invertebrate
19,7,7,629.1014282112201,3.7987206711388257,invertebrate
19,8,8,306.00311088186004,3.4857258416186983,invertebrate
19,9,9,115.30660562988194,3.0618541876627194,invertebrate
19,10,10,72.16611620833883,2.8583333333333334,invertebrate
19,11,11,1.0,1.0,producer
19,12,12,21.243654503756375,2.327229229654826,invertebrate
19,13,13,599.5326162908104,3.777812814940792,invertebrate
19,14,14,68.12920690579608,2.833333333333333,invertebrate
19,15,15,62.493281991877986,2.7958333333333334,invertebrate
19,16,16,108.75727897549076,3.036458333333334,invertebrate
19,17,18,10.0,2.0,invertebrate
19,18,19,34.44542275322004,2.5371315192743764,invertebrate
19,19,20,41.14113473845418,2.6142762660619803,invertebrate
19,20,21,12.442493066474569,2.094907407407407,invertebrate
19,21,22,68.12920690579608,2.833333333333333,invertebrate
19,22,23,1.0,1.0,producer
19,23,24,16.504128356641196,2.2175925925925926,invertebrate
19,24,26,35.93813663804626,2.5555555555555554,invertebrate
19,25,27,10.0,2.0,invertebrate
19,26,28,1.0,1.0,producer
19,27,29,1.0,1.0,producer
19,28,30,46.41588833612777,2.6666666666666665,invertebrate
19,29,31,10.0,2.0,invertebrate
19,30,32,10.0,2.0,invertebrate
19,31,33,1.0,1.0,producer
20,1,8,176.84445577485715,3.2475914488602458,invertebrate
20,2,21,754.312006335463,3.877551020408164,invertebrate
20,3,24,130.63857322002372,3.1160714285714293,invertebrate
20,4,25,40.19450333615119,2.604166666666666,invertebrate
20,5,26,75.43120063354615,2.877551020408163,invertebrate
20,6,28,10.0,2.0,invertebrate
20,7,29,15.39926526059492,2.1875,invertebrate
20,8,30,10.0,2.0,invertebrate
20,9,31,13.894954943731374,2.142857142857143,invertebrate
20,10,32,17.78279410038923,2.25,invertebrate
20,11,33,3.651741272548377,1.5625,invertebrate
20,12,34,1.0,1.0,producer
20,13,35,1.0,1.0,producer
20,14,36,1.0,1.0,producer
20,15,37,10.0,2.0,invertebrate
20,16,38,1.0,1.0,producer
21,1,1,178.553018203658,3.251767195767195,invertebrate
21,2,2,153.79913118109772,3.186953882121324,invertebrate
21,3,3,100.0,3.0,invertebrate
21,4,4,102.97432118385461,3.0127289377289372,invertebrate
21,5,5,10.0,2.0,invertebrate
21,6,6,120.07909206381868,3.0794673954813483,invertebrate
21,7,7,10.0,2.0,invertebrate
21,8,8,121.3677147439114,3.0841031746031744,invertebrate
21,9,9,1.0,1.0,producer
21,10,10,82.80480820025775,2.918055555555556,invertebrate
21,11,11,31.622776601683793,2.5,invertebrate
21,12,13,128.6837799989537,3.1095238095238087,invertebrate
21,13,14,10.0,2.0,invertebrate
21,14,15,1.0,1.0,producer
21,15,16,102.21715980421688,3.0095238095238095,invertebrate
21,16,17,31.622776601683793,2.5,invertebrate
21,17,18,10.0,2.0,invertebrate
21,18,19,1.0,1.0,producer
21,19,20,10.0,2.0,invertebrate
21,20,21,32.235420019524625,2.5083333333333333,invertebrate
21,21,23,1.0,1.0,producer
21,22,24,1.0,1.0,producer
21,23,25,39.810717055349734,2.6,invertebrate
21,24,26,1.0,1.0,producer
21,25,28,18.077686769634344,2.257142857142857,invertebrate
21,26,29,63.0957344480193,2.8,invertebrate
21,27,30,1.0,1.0,producer
21,28,31,10.0,2.0,invertebrate
21,29,32,10.0,2.0,invertebrate
21,30,33,10.0,2.0,invertebrate
21,31,34,10.0,2.0,invertebrate
21,32,35,1.0,1.0,producer
21,33,36,1.0,1.0,producer
21,34,37,1.0,1.0,producer
22,1,1,372.39449816928044,3.571003256003256,invertebrate
22,2,2,811.3557335821606,3.909211309523808,invertebrate
22,3,3,54.6386549881854,2.7375,invertebrate
22,4,4,1.0,1.0,producer
22,5,5,1289.4861048683827,4.110416666666667,invertebrate
22,6,6,173.9167596399484,3.240341435185184,invertebrate
22,7,7,254.82967479793464,3.40625,invertebrate
22,8,8,165.00610013202268,3.2175,invertebrate
22,9,9,813.1230080630369,3.91015625,invertebrate
22,10,10,60.429639023813344,2.7812500000000004,invertebrate
22,11,11,128.94861048683828,3.1104166666666666,invertebrate
22,12,13,60.429639023813344,2.7812500000000004,invertebrate
22,13,14,109.41138105771857,3.0390625,invertebrate
22,14,15,60.429639023813344,2.7812500000000004,invertebrate
22,15,16,281.8382931264455,3.45,invertebrate
22,16,17,15.94042880712218,2.2025,invertebrate
22,17,18,1.0,1.0,producer
22,18,19,36.51741272548373,2.5624999999999996,invertebrate
22,19,20,10.0,2.0,invertebrate
22,20,21,10.0,2.0,invertebrate
22,21,22,10.0,2.0,invertebrate
22,22,24,42.169650342858226,2.625,invertebrate
22,23,25,1.0,1.0,producer
22,24,26,2.585234839562191,1.4125,invertebrate
22,25,27,4.46683592150963,1.65,invertebrate
22,26,28,10.0,2.0,invertebrate
22,27,29,1.7782794100389228,1.25,invertebrate
22,28,30,1.0,1.0,producer
22,29,31,1.0,1.0,producer
22,30,32,1.0,1.0,producer
22,31,33,1.0,1.0,producer
23,1,11,1437.0414628904252,4.15746929899347,invertebrate
23,2,14,6348.1059393110145,4.802644165794575,invertebrate
23,3,20,4854.924700547716,4.686182498427295,invertebrate
23,4,22,197.53987256191527,3.295654769258065,invertebrate
23,5,23,1.0,1.0,producer
23,6,24,2019.5453320787847,4.305253606082738,invertebrate
23,7,26,1663.6084197149662,4.221051109713151,invertebrate
23,8,27,2722.32545136315,4.434940043454448,invertebrate
23,9,31,510.39818677028285,3.7079091228505288,invertebrate
23,10,33,38.31186849557285,2.583333333333333,invertebrate
23,11,34,726.0014699067209,3.8609374999999995,invertebrate
23,12,35,129.4133759687963,3.1119791666666665,invertebrate
23,13,37,688.2774117216854,3.8377635168650794,invertebrate
23,14,40,1.0,1.0,producer
23,15,41,420.6862653680958,3.6239583333333334,invertebrate
23,16,42,420.6862653680958,3.6239583333333334,invertebrate
23,17,43,385.42288686231063,3.5859375,invertebrate
23,18,44,50.11872336272725,2.7,invertebrate
